datasetnum,channel,count,density_per_epoch,mean_duration_seconds,mean_amplitude_peak2trough_potential,mean_slope_to_trough_min_potential_per_second,mean_slope_zerocrossing_to_trough_potential_per_second,mean_slope_trough_to_up_max_potential_per_second,mean_slope_trough_to_zerocrossing_potential_per_second,mean_frequency_by_duration,mean_frequency_by_trough_to_peak_latency,epoch_length_seconds,lengths_ROI_seconds,used_meanNegPeak_potential,used_meanP2T_potential,mean_SD_of_filtered_signal,mean_negative_peak_potential,mean_positive_peak_potential
71,C4A1 EEG,298,0.643629,1.358591,188.9767,-666.0073,-354.8841,829.7299,328.0802,0.736057,0.748405,30,13890,-40.97603,81.11185,56.85746,-89.16329,99.81341
72,C3A2 EEG,1004,1.596184,1.190618,159.5848,-643.3565,-359.1407,729.1005,453.6016,0.8399,0.972284,30,18870,-48.11704,88.19464,48.57052,-88.56131,71.02345
72,C4A1 EEG,1093,1.737679,1.197585,175.6105,-699.6917,-390.6075,798.4868,502.952,0.835014,0.964219,30,18870,-51.91076,95.02808,53.3955,-97.82865,77.78189
73,C3A2 EEG,899,1.865145,1.355918,137.3919,-526.0718,-278.6716,553.9341,289.8421,0.737508,0.765419,30,14460,-42.71055,81.09824,41.24309,-72.60165,64.79022
73,C4A1 EEG,985,2.043568,1.381431,135.944,-504.9431,-271.5893,528.9289,271.9446,0.723887,0.751736,30,14460,-42.97597,81.90583,41.03007,-72.22281,63.7212
74,C3A2 EEG,701,1.7525,1.312068,138.7188,-525.3991,-286.7718,554.5228,277.8166,0.762155,0.77649,30,12000,-42.99185,79.99622,42.29715,-74.03706,64.68176
74,C4A1 EEG,722,1.805,1.234488,143.9787,-566.6568,-310.9468,595.5628,317.2426,0.810053,0.847776,30,12000,-42.46854,81.07687,44.22816,-75.19987,68.77886
75,C3A2 EEG,1353,2.100932,1.372033,126.381,-461.7356,-237.38,535.0285,268.9491,0.728846,0.758808,30,19320,-43.12951,81.68079,37.50925,-66.31558,60.06545
75,C4A1 EEG,1425,2.212733,1.345804,134.0454,-496.3499,-266.3886,562.643,305.8405,0.743051,0.784182,30,19320,-46.39354,86.44698,40.22603,-73.17327,60.87214
76,C3A2 EEG,477,0.938976,1.11608,114.0666,-523.2462,-270.2629,603.2216,316.3179,0.895993,0.975859,30,15240,-35.00479,67.30339,33.85943,-59.36011,54.70649
76,C4A1 EEG,404,0.795276,1.101856,115.9525,-535.6465,-287.6815,629.0497,335.4606,0.907559,1.006477,30,15240,-35.44218,68.04124,34.21372,-60.50084,55.45168
77,C3A2 EEG,1075,1.564774,1.150707,177.0259,-758.065,-430.1769,811.5175,496.0818,0.869031,0.974809,30,20610,-52.17946,96.73718,53.64376,-97.21996,79.80591
77,C4A1 EEG,1047,1.524017,1.151805,161.433,-726.3207,-415.7796,751.8619,436.2726,0.868202,0.946483,30,20610,-50.09291,93.41882,48.47625,-87.69153,73.74146
78,C3A2 EEG,560,1.161826,1.216107,120.0912,-502.4741,-270.8032,550.8532,295.307,0.822296,0.883364,30,14460,-36.1106,69.42985,36.0808,-62.63802,57.45317
78,C4A1 EEG,557,1.155602,1.206661,114.3224,-490.4439,-267.1512,534.5716,301.1945,0.828733,0.903722,30,14460,-35.13512,66.68518,34.1093,-61.30268,53.01972
79,C3A2 EEG,741,1.042194,1.191457,99.92236,-431.9761,-239.1831,469.7081,238.4398,0.839308,0.852842,30,21330,-32.27728,61.81456,29.57531,-52.39975,47.52262
79,C4A1 EEG,817,1.149086,1.230502,100.8838,-425.2508,-231.2368,474.0897,235.9924,0.812677,0.864166,30,21330,-32.51952,62.55466,30.08598,-52.35274,48.5311
80,C3A2 EEG,406,1.060052,1.235493,95.90653,-409.7809,-238.9978,412.0936,245.3419,0.809394,0.865118,30,11490,-32.1732,58.70388,28.93269,-53.98219,41.92435
80,C4A1 EEG,407,1.062663,1.249091,90.4718,-378.1147,-215.0576,394.0654,235.349,0.800582,0.878518,30,11490,-30.94783,56.51017,27.38002,-50.92334,39.54846
