datasetnum,channel,count,density_per_epoch,mean_duration_seconds,mean_amplitude_trough2peak_potential,mean_frequency_by_mean_pk_trgh_cnt_per_dur,epoch_length_seconds,merged_count,lengths_ROI_seconds,used_threshold_basis,used_factor_for_threshold_basis_begin_end,used_factor_for_threshold_basis_criterion,used_min_detection_pass_or_cutoff_freq,used_max_detection_pass_or_cutoff_freq,used_center_freq,mean_SD_of_filtered_signal,mean_troughs_per_event,mean_peaks_per_event,mean_linear_regression_freq_slope,mean_linear_regression_freq_offset,mean_linear_regression_freq_R_squared
67,C3A2 EEG,1074,1.911032,0.815205,26.46458,12.612932,30,0,16860,3.037974,1.5,1.5,12,14,13,7.473741,10.283054,10.281192,-0.293251,13.047123,0.454965
67,C4A1 EEG,1029,1.830961,0.803605,25.68957,12.492291,30,0,16860,2.942481,1.5,1.5,12,14,13,7.255424,10.036929,10.040816,-0.294913,12.925875,0.448845
68,C3A2 EEG,1663,2.316156,0.782862,27.58074,13.670021,30,0,21540,3.028055,1.5,1.5,13,15,14,7.845132,10.702345,10.701143,-0.398608,14.183415,0.518996
68,C4A1 EEG,1558,2.169916,0.770712,25.20949,13.585866,30,0,21540,2.896166,1.5,1.5,13,15,14,7.204582,10.465982,10.47561,-0.359941,14.078883,0.502397
69,C3A2 EEG,1227,1.807069,0.722714,29.52652,12.761483,30,0,20370,3.676389,1.5,1.5,12.3,14.3,13.3,8.532496,9.224124,9.221679,-0.033224,13.116659,0.478387
69,C4A1 EEG,1233,1.815906,0.731711,30.61949,12.779871,30,0,20370,3.784976,1.5,1.5,12.3,14.3,13.3,8.849334,9.367397,9.334955,-0.100023,13.160357,0.470923
70,C3A2 EEG,1666,2.326816,0.846152,40.13552,12.852116,30,0,21480,4.903147,1.5,1.5,12.2,14.2,13.2,11.52367,10.870348,10.879352,-0.177682,13.217723,0.446083
70,C4A1 EEG,1567,2.188547,0.845737,43.12546,12.84908,30,0,21480,5.233003,1.5,1.5,12.2,14.2,13.2,12.36709,10.868539,10.865348,-0.287796,13.255483,0.452283
71,C3A2 EEG,423,0.913607,0.974468,51.93522,13.267831,30,0,13890,4.592525,1.5,1.5,12.5,14.5,13.5,12.91053,12.917258,12.940898,-0.030894,13.55038,0.329495
71,C4A1 EEG,458,0.989201,0.948253,57.68236,13.201704,30,0,13890,5.973765,1.5,1.5,12.5,14.5,13.5,15.24302,12.519651,12.517467,0.032647,13.488509,0.339609
72,C3A2 EEG,1045,1.661367,0.709904,28.97872,13.012738,30,0,18870,3.568713,1.5,1.5,12.5,14.5,13.5,8.400895,9.230622,9.244976,-0.226388,13.448596,0.470004
72,C4A1 EEG,942,1.497615,0.715817,31.55121,12.999407,30,0,18870,3.895523,1.5,1.5,12.5,14.5,13.5,9.094366,9.295117,9.315287,-0.178148,13.43111,0.455999
73,C3A2 EEG,849,1.761411,0.765218,28.28542,12.852679,30,0,14460,3.277957,1.5,1.5,12.5,14.5,13.5,7.974128,9.849234,9.820966,-0.368386,13.356539,0.465573
73,C4A1 EEG,816,1.692946,0.743493,27.82362,12.860769,30,0,14460,3.338988,1.5,1.5,12.5,14.5,13.5,7.903707,9.578431,9.545343,-0.345056,13.350038,0.451343
74,C3A2 EEG,563,1.4075,0.711687,19.92171,12.898073,30,0,12000,2.598091,1.5,1.5,12.5,14.5,13.5,5.808329,9.182948,9.175844,-0.020621,13.269923,0.433313
74,C4A1 EEG,537,1.3425,0.72311,24.15498,12.881461,30,0,12000,3.174889,1.5,1.5,12.5,14.5,13.5,7.067879,9.324022,9.3054,-0.162138,13.310408,0.443496
75,C3A2 EEG,994,1.543478,0.749859,19.20121,13.007808,30,0,19320,2.376383,1.5,1.5,12.5,14.5,13.5,5.474223,9.760563,9.747485,-0.047582,13.350922,0.411965
75,C4A1 EEG,918,1.425466,0.723094,17.38868,12.963995,30,0,19320,2.181611,1.5,1.5,12.5,14.5,13.5,5.000845,9.382353,9.366013,-0.044308,13.334014,0.422542
76,C3A2 EEG,1181,2.324803,0.736113,37.95545,13.629148,30,0,15240,4.277422,1.5,1.5,13,15,14,10.90236,10.008467,10.056732,-0.243716,14.101768,0.523671
76,C4A1 EEG,1054,2.074803,0.728178,33.66328,13.554397,30,0,15240,3.978326,1.5,1.5,13,15,14,9.686442,9.854839,9.885199,-0.269607,14.022216,0.512056
77,C3A2 EEG,1566,2.279476,0.726232,32.08226,13.148477,30,0,20610,3.685738,1.5,1.5,12.5,14.5,13.5,9.218015,9.547893,9.549808,-0.152387,13.549032,0.522933
77,C4A1 EEG,1652,2.404658,0.744903,37.98895,13.185246,30,0,20610,4.356757,1.5,1.5,12.5,14.5,13.5,10.94235,9.828087,9.815375,-0.13978,13.587568,0.541889
78,C3A2 EEG,1167,2.421162,0.777541,32.23334,14.149925,30,0,14460,3.308547,1.5,1.5,13.5,15.5,14.5,8.990848,11.001714,11.002571,-0.397307,14.674387,0.53213
78,C4A1 EEG,1033,2.143154,0.759932,25.61997,14.002369,30,0,14460,2.806499,1.5,1.5,13.5,15.5,14.5,7.176224,10.64666,10.635044,-0.272137,14.489443,0.469373
79,C3A2 EEG,1551,2.181435,0.797195,31.65031,11.59044,30,0,21330,4.10186,1.5,1.5,11,13,12,9.212964,9.245648,9.234043,0.026355,11.859614,0.429445
79,C4A1 EEG,1399,1.967651,0.776319,29.06994,11.462429,30,0,21330,3.783591,1.5,1.5,11,13,12,8.455806,8.91351,8.883488,-0.017853,11.762939,0.420938
80,C3A2 EEG,632,1.650131,0.70731,15.04805,13.487092,30,0,11490,1.852545,1.5,1.5,13,15,14,4.36908,9.528481,9.550633,-0.180437,13.918854,0.493167
80,C4A1 EEG,594,1.550914,0.731818,15.34194,13.450656,30,0,11490,1.910059,1.5,1.5,13,15,14,4.423698,9.853535,9.833333,-0.096887,13.864397,0.458448
